사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
Apr-23,8호선,2828,남위례,3,0,"1,310",842,"6,123","3,238","19,182","7,722","23,787","25,051","13,140","11,591","9,173","6,776","8,814","6,446","9,211","7,574","9,626","8,251","8,643","8,215","9,838","9,480","12,396","12,354","16,336","15,625","17,976","24,000","8,264","18,360","6,730","10,155","6,868","9,257","4,954","8,761","2,123","5,686",571,"1,724",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,9호선,4101,개화,4,0,"2,001",178,"7,689","2,430","17,767","3,358","11,632","4,924","4,502","3,265","2,820","2,154","2,441","2,265","2,397","2,016","2,354","2,218","2,768","2,159","3,060","2,548","4,276","2,500","5,629","3,415","6,067","6,142","2,624","5,183","1,671","3,157","1,722","2,110",416,"1,731",245,"1,106",94,462,0,43,0,0,0,0,2023-05-03 10:27
Apr-23,9호선,4102,김포공항,2,1,974,"1,960","2,667","14,264","7,092","20,237","9,840","20,829","8,986","17,790","10,024","19,835","11,005","19,788","11,684","20,576","13,641","22,172","14,802","21,753","17,482","20,588","14,621","25,045","18,023","27,746","20,574","27,422","16,632","15,759","13,036","6,927","13,407","4,331","11,001","3,331","4,413","2,108",178,"1,235",0,18,0,0,1,1,2023-05-03 10:27
Apr-23,9호선,4103,공항시장,3,0,"3,061",232,"4,774","1,171","10,268","1,994","11,308","4,173","6,734","3,387","5,126","3,065","4,576","3,277","5,063","3,700","4,575","3,929","4,059","4,020","4,395","4,831","4,188","6,311","4,484","7,648","4,010","10,778","2,763","9,993","2,539","6,689","1,922","5,853","1,409","5,442",919,"3,845",164,"1,457",0,1,0,0,0,0,2023-05-03 10:27
Apr-23,9호선,4104,신방화,2,1,"4,742",627,"11,848","2,659","29,570","5,154","27,828","11,412","15,926","6,295","11,472","5,985","10,325","6,277","11,203","7,515","9,745","8,129","8,835","8,472","9,517","11,317","10,570","13,182","9,082","15,653","10,062","26,082","6,119","20,895","4,673","13,259","3,660","11,457","2,748","10,547","1,229","6,978",237,"2,291",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,9호선,4105,마곡나루(서울식물원),23,0,"4,469","1,181","10,791","8,780","31,506","19,361","31,263","50,777","16,820","23,104","12,705","13,664","13,383","13,623","15,611","13,565","15,830","15,050","16,455","14,833","18,603","15,288","23,060","16,868","37,811","26,382","45,477","37,260","21,124","31,454","17,538","17,965","17,130","15,788","14,515","15,380","6,796","9,773",920,"3,678",0,156,0,0,0,0,2023-05-03 10:27
Apr-23,9호선,4106,양천향교,11,0,"4,562","1,134","11,104","8,216","31,101","11,934","32,478","39,841","15,703","19,732","12,339","9,841","12,637","8,373","14,242","9,672","13,210","10,323","12,542","10,948","14,284","11,122","17,218","12,679","22,890","18,740","32,423","27,411","12,116","26,369","7,910","16,997","7,043","14,556","5,073","14,637","2,141","10,073",437,"3,250",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,9호선,4107,가양,117,0,"15,649","1,453","28,251","9,302","78,311","29,346","80,274","49,127","48,304","29,736","33,974","19,776","32,287","19,244","34,160","21,374","31,183","24,993","28,399","26,365","29,634","29,720","34,085","37,189","41,621","47,153","48,421","70,267","21,943","62,462","16,636","38,402","13,611","36,450","10,081","31,173","3,934","19,850",560,"6,117",0,149,0,0,0,0,2023-05-03 10:27
Apr-23,9호선,4108,증미,4,0,"2,494",578,"8,328","3,267","22,896","9,468","25,228","40,842","12,863","14,929","9,563","6,390","8,861","5,325","8,915","5,939","8,467","6,538","7,852","6,476","7,918","8,178","9,694","9,021","18,558","10,773","32,825","19,726","9,308","16,139","5,368","9,245","4,539","8,688","2,518","7,681","1,045","5,443",174,"1,407",0,1,0,0,0,0,2023-05-03 10:27
Apr-23,9호선,4109,등촌,7,0,"5,833",897,"16,147","3,868","47,182","7,130","56,981","17,404","25,618","11,841","18,896","9,117","17,039","10,645","17,306","12,001","16,635","13,096","15,098","14,068","15,365","17,574","15,490","20,653","15,722","26,636","18,468","42,908","9,108","36,058","7,110","21,787","5,841","16,950","4,545","15,709","2,193","10,785",447,"2,801",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,9호선,4110,염창,11,0,"12,113",565,"29,116","4,769","81,264","8,298","87,165","21,042","48,395","12,514","30,861","10,864","25,820","11,586","27,243","14,380","24,091","16,311","19,679","18,387","18,559","24,318","20,140","30,375","22,175","44,379","24,909","73,262","14,064","64,825","10,876","41,704","9,180","35,590","7,110","34,346","2,993","22,503",456,"5,250",0,781,0,0,0,0,2023-05-03 10:27
Apr-23,9호선,4111,신목동,5,0,"2,182",414,"6,846","2,499","21,217","3,487","20,170","6,185","10,639","3,379","7,089","2,831","6,305","3,324","6,252","3,522","5,287","4,696","4,969","4,656","5,090","5,402","6,483","6,994","6,667","9,405","5,940","14,567","2,982","12,035","2,085","6,856","1,796","7,248","1,598","6,090",596,"3,438",149,"1,390",2,107,0,0,0,0,2023-05-03 10:27
Apr-23,9호선,4112,선유도,2,0,"2,151","1,299","6,610","4,179","22,343","15,264","26,323","42,230","13,677","19,208","9,727","8,185","9,679","8,346","10,737","8,473","9,875","9,527","9,504","9,418","11,138","9,521","14,339","10,965","25,984","13,355","37,763","20,921","14,444","16,879","8,482","10,013","6,753","9,682","5,194","8,391","2,090","5,559",346,"1,843",0,2,0,0,0,0,2023-05-03 10:27
Apr-23,9호선,4113,당산,84,0,"8,983","1,535","18,027","7,243","54,514","16,809","63,937","46,317","40,018","25,537","29,181","17,986","28,483","19,331","30,141","20,800","27,834","23,174","26,145","23,549","26,564","27,250","28,760","31,950","37,536","48,928","49,122","68,705","26,251","53,606","21,659","35,379","21,026","34,333","17,656","33,448","8,453","20,913","1,438","5,428",1,262,0,0,0,0,2023-05-03 10:27
Apr-23,9호선,4114,국회의사당,1,0,831,"1,817","2,067","9,568","4,493","46,530","7,518","146,480","6,941","74,545","9,751","33,492","14,664","30,835","20,837","25,295","27,245","27,522","29,861","22,000","32,674","17,231","41,014","15,568","76,246","16,367","107,377","15,143","41,998","9,190","27,573","5,806","25,875","4,369","15,962","3,591","5,159","2,319",924,761,0,1,0,0,0,0,2023-05-03 10:27
Apr-23,9호선,4115,여의도,25,0,"2,743","2,460","4,511","25,700","8,745","135,532","10,874","165,120","11,796","74,153","14,868","36,650","21,551","37,473","23,271","35,979","29,216","37,860","34,099","31,561","42,515","29,931","59,663","28,455","146,150","30,370","147,072","31,937","76,170","19,030","62,723","9,903","47,323","8,665","27,494","7,355","9,471","4,141","1,154","1,908",0,254,0,0,0,0,2023-05-03 10:27
Apr-23,9호선,4116,샛강,5,0,"1,157",986,"2,301","4,127","5,165","15,924","6,757","37,459","5,157","14,667","5,411","9,414","6,392","8,613","7,194","7,800","8,574","8,068","8,754","7,596","9,963","6,887","12,199","7,519","21,471","10,606","31,422","13,482","12,849","7,685","11,259","4,473","10,412","3,617","7,683","3,652","3,768","1,847",808,791,0,2,0,0,0,0,2023-05-03 10:27
Apr-23,9호선,4117,노량진,306,7,"16,826","1,942","26,502","12,989","67,547","36,597","94,481","56,326","53,453","38,512","34,407","26,684","32,658","27,595","37,084","32,733","40,642","36,431","35,105","32,330","35,550","36,150","40,288","43,876","48,519","60,539","50,556","91,168","31,748","60,173","32,691","42,492","37,387","41,389","37,277","38,803","12,678","23,548","1,201","5,584",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,9호선,4118,노들,6,1,"3,906",219,"6,065","1,553","17,300","2,401","22,313","4,629","12,855","4,003","9,021","4,335","7,358","3,957","7,899","4,915","7,627","5,567","6,562","6,139","6,256","7,761","6,820","8,917","7,106","10,613","7,133","16,172","4,599","11,781","3,925","7,747","3,313","7,457","2,555","6,632",909,"4,159",179,967,1,2,0,0,0,0,2023-05-03 10:27
Apr-23,9호선,4119,흑석(중앙대입구),23,2,"3,283","1,189","6,057","5,042","17,865","12,874","21,911","30,501","14,795","18,939","12,932","19,063","14,032","15,089","16,059","16,607","16,656","15,694","17,524","14,994","19,994","13,548","22,982","16,162","27,773","20,109","22,427","30,080","13,513","18,652","12,000","13,711","12,009","11,426","11,174","10,846","6,507","7,293","1,339","1,908",0,22,0,0,0,0,2023-05-03 10:27
Apr-23,9호선,4120,동작(현충원),8,0,"1,109",227,"1,581","1,905","4,946","1,976","5,671","3,653","3,690","4,084","3,383","5,212","4,358","4,120","5,380","3,653","4,995","4,591","5,182","4,761","6,055","4,145","6,470","3,276","6,352","3,132","4,699","4,047","2,140","2,730","1,664","1,851","1,598","1,894","1,158","1,923",626,"1,421",60,718,1,225,0,0,0,0,2023-05-03 10:27
Apr-23,9호선,4121,구반포,0,0,307,177,588,"1,841","1,336","2,680","1,878","3,747","1,177","3,355","1,009","1,504","1,217","1,410","1,313","1,593","1,452","1,956","1,886","1,633","2,227","1,481","2,961","1,551","3,555","1,717","3,907","2,451","1,985","1,483","1,309",868,"1,105",815,745,695,241,488,33,186,0,1,0,0,0,0,2023-05-03 10:27
Apr-23,9호선,4122,신반포,2,0,567,733,"2,270","11,929","6,392","7,972","8,020","9,866","5,890","6,196","4,883","6,042","4,774","4,422","5,629","4,892","5,908","6,567","5,767","6,391","8,292","6,861","14,219","7,392","13,511","7,611","10,187","10,524","5,807","7,718","5,183","4,569","4,586","3,708","3,194","3,487",911,"2,014",122,454,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,9호선,4123,고속터미널,3,0,"2,178","1,579","5,637","17,892","17,695","21,369","22,949","29,337","20,051","32,918","17,893","37,152","20,216","38,321","23,331","38,502","25,621","41,009","28,961","43,088","32,621","44,657","37,085","49,045","40,167","52,558","39,319","57,865","33,783","40,868","33,934","26,230","25,870","21,785","20,627","18,675","7,753","9,005",800,"1,629",1,6,0,0,0,0,2023-05-03 10:27
Apr-23,9호선,4124,사평,2,0,784,192,"3,231","1,712","11,579","5,150","13,937","8,288","9,090","3,900","6,594","3,363","5,758","4,025","6,060","4,778","5,901","5,314","5,307","6,036","6,072","6,261","7,736","7,549","7,510","9,380","7,899","11,271","4,973","9,452","3,282","5,745","2,507","5,527","2,001","5,729",699,"2,904",140,880,0,2,0,0,0,0,2023-05-03 10:27
Apr-23,9호선,4125,신논현,58,1,"4,170","1,461","12,842","13,457","31,335","38,538","43,411","86,359","32,476","92,636","28,885","53,354","33,074","42,386","40,454","41,135","43,094","45,781","45,739","44,106","50,255","42,595","60,130","50,882","80,058","66,330","102,355","95,670","73,428","55,745","57,066","32,513","61,971","28,350","55,120","23,170","28,212","13,803","4,134","3,319",1,564,0,0,0,0,2023-05-03 10:27
Apr-23,공항철도 1호선,4201,서울역,301,1,"3,048","1,515","3,794","14,447","12,033","22,404","16,366","30,064","15,577","27,995","15,438","19,475","17,965","20,944","22,587","22,381","26,207","21,035","18,439","18,082","27,806","18,803","30,005","19,796","33,067","22,208","35,910","23,468","28,005","20,649","21,774","13,636","23,820","11,824","17,783","9,362","9,566","4,697",137,"3,000",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,공항철도 1호선,4202,공덕,45,0,"1,711",140,"2,604","1,792","6,392","4,031","6,045","10,743","3,900","5,842","3,076","3,870","3,293","3,897","3,258","3,926","3,298","4,206","2,980","3,769","3,225","4,500","3,911","5,692","6,277","8,450","9,342","12,447","4,278","8,724","3,674","5,209","3,451","5,339","3,085","4,933","1,266","3,639",95,"1,522",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,공항철도 1호선,4203,홍대입구,229,18,"5,112",390,"6,334","3,773","11,566","10,611","14,641","24,889","12,768","26,241","13,527","22,320","14,022","25,678","15,758","28,593","18,172","31,051","19,793","26,756","24,056","26,948","29,919","28,698","36,839","32,702","41,269","40,030","33,948","27,606","33,104","15,302","35,679","12,689","32,123","11,761","15,318","8,385","1,250","2,323",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,공항철도 1호선,4204,디지털미디어시티,146,2,"3,715","1,126","8,105","7,767","20,329","30,319","21,370","87,575","13,131","41,419","9,288","16,367","10,295","12,475","11,170","12,868","12,453","13,322","12,494","10,682","14,302","10,867","19,773","12,649","47,624","18,466","83,470","25,941","35,130","18,272","20,341","11,033","20,240","8,901","14,946","8,924","6,887","5,635",801,"2,639",1,1,0,0,0,0,2023-05-03 10:27
Apr-23,공항철도 1호선,4206,마곡나루(서울식물원),15,0,"2,532",997,"5,441","13,411","15,265","29,067","16,211","67,582","9,146","28,716","6,061","11,876","7,022","7,491","8,616","8,549","8,078","12,320","8,354","8,871","11,627","7,660","20,370","8,898","57,262","13,507","52,095","20,895","19,222","13,807","12,538","7,916","9,762","6,842","16,278","7,222","2,589","4,434",442,"2,651",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,공항철도 1호선,4207,김포공항,19,1,"2,162","2,165","3,959","12,777","7,759","22,624","14,828","19,798","17,618","11,700","18,953","11,018","19,701","10,802","18,386","11,654","21,453","12,333","21,471","10,605","22,871","10,526","16,740","12,203","26,086","13,373","28,306","12,078","20,900","7,080","16,713","3,224","22,270","2,013","17,842","1,812","9,527","1,292",292,678,1,11,0,0,0,0,2023-05-03 10:27
Apr-23,공항철도 1호선,4208,계양,44,0,"11,778","1,021","34,798","3,550","74,174","4,935","56,784","7,277","34,858","6,347","22,545","5,240","19,131","5,728","17,943","6,706","14,773","9,634","12,116","11,587","11,778","14,712","13,446","21,028","13,517","30,873","10,267","52,783","6,639","52,091","4,630","30,420","3,731","27,440","2,612","26,410","1,221","15,911",201,"5,111",1,0,0,0,0,0,2023-05-03 10:27
Apr-23,공항철도 1호선,4209,검암,838,5,"7,662",591,"14,403","2,806","35,380","7,716","25,415","15,491","13,283","5,560","9,643","4,129","9,409","3,847","9,254","4,718","7,652","5,541","6,836","6,068","7,052","7,317","8,529","10,449","9,126","14,051","11,788","24,487","4,486","26,216","3,693","14,677","3,069","12,774","2,254","12,043","1,061","9,320",173,"4,689",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,공항철도 1호선,4210,청라국제도시,68,0,"5,391",186,"17,988","3,505","31,556","7,477","20,767","17,709","12,514","5,769","9,526","3,981","9,817","3,709","8,630","4,498","7,733","5,593","7,073","6,302","7,279","6,587","9,239","9,672","13,968","15,141","18,649","21,463","6,083","25,388","4,103","13,866","3,186","12,740","2,764","13,737",878,"8,048",164,"3,458",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,공항철도 1호선,4211,운서,90,6,"13,304",775,"20,716","7,358","30,361","11,546","27,923","13,407","14,485","11,948","14,244","6,854","15,510","7,337","15,909","8,566","12,340","9,558","11,489","11,593","12,389","13,147","14,958","16,060","17,557","22,197","14,727","31,661","7,935","23,997","7,099","20,741","6,683","20,048","5,155","19,308","2,356","15,149",241,"4,994",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,공항철도 1호선,4212,공항화물청사,2,0,512,659,"1,219","7,081","2,045","12,623","2,391","21,059","1,643","3,291",758,"1,823",850,"2,555","1,205","2,675","1,348","1,344","2,031",990,"3,204",745,"5,103","1,164","10,384","1,897","16,384","1,115","3,474","1,280","2,317","1,685","2,529",935,"2,556",380,560,205,15,81,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,공항철도 1호선,4213,인천공항1터미널,0,0,"7,698","8,329","11,522","16,910","15,136","33,702","16,739","30,621","16,672","21,711","13,678","19,817","16,557","22,126","20,193","26,945","20,885","19,846","23,507","20,370","29,281","18,399","28,504","19,609","27,232","22,422","30,923","17,003","21,903","13,304","17,963","8,577","20,472","8,614","22,211","5,714","9,022","6,147",22,"4,783",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,공항철도 1호선,4215,인천공항2터미널,0,0,"3,968","3,440","5,044","9,270","6,323","14,142","7,064","17,597","6,163","6,465","3,102","6,261","3,269","7,505","5,316","9,340","5,962","5,754","6,586","6,019","9,231","6,292","10,136","7,466","17,144","9,145","17,941","4,462","10,466","2,006","8,340","1,900","6,471","1,795","3,985",931,"1,192",798,1,"1,013",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,공항철도 1호선,4217,영종,3,0,"3,493",191,"11,491","1,970","15,243","3,116","11,426","4,216","9,063","3,373","7,898","3,210","6,899","4,389","7,048","3,979","5,477","3,943","5,439","5,232","5,618","7,063","6,927","7,761","6,807","8,722","5,001","13,672","3,049","14,342","2,381","7,859","2,088","8,983","1,375","7,371",727,"6,449",140,"2,153",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,9호선2~3단계,4126,언주,0,0,"1,204","1,537","2,959","11,171","6,832","21,141","10,031","63,165","9,502","46,510","9,600","24,077","10,897","13,427","12,993","12,439","13,602","14,804","15,172","11,692","17,633","11,636","24,209","11,552","40,642","12,214","55,006","14,352","27,327","10,171","15,782","7,347","12,527","6,827","9,058","5,484","3,428","3,633",550,"1,185",0,34,0,0,0,0,2023-05-03 10:27
Apr-23,9호선2~3단계,4127,선정릉,6,0,902,"1,113","3,855","6,817","8,297","18,913","10,415","63,383","8,476","49,003","7,318","22,145","8,142","14,039","10,641","12,011","11,327","13,576","12,439","12,610","13,213","10,217","17,528","10,921","32,103","13,415","54,856","15,014","29,605","11,104","15,601","7,599","13,795","7,245","10,637","6,741","3,887","4,017",733,"1,419",1,5,0,0,0,0,2023-05-03 10:27
Apr-23,9호선2~3단계,4128,삼성중앙,1,0,794,630,"2,833","4,184","6,321","16,811","7,995","44,659","6,614","33,725","6,069","13,608","6,668","8,634","8,481","7,830","8,866","8,972","9,619","7,625","10,393","7,876","14,588","8,412","25,272","10,058","42,029","14,076","19,627","8,569","11,329","5,841","10,298","4,929","6,985","4,325","2,690","2,738",544,780,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,9호선2~3단계,4129,봉은사,12,0,"1,775","1,880","5,249","14,198","9,391","40,096","10,595","111,155","9,725","78,797","10,673","43,852","16,109","40,434","22,434","38,661","28,186","39,116","33,197","35,124","40,451","29,506","52,786","27,441","77,156","29,008","104,547","26,184","52,267","17,869","38,331","9,851","34,311","8,212","22,599","6,619","6,250","3,225",696,790,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,9호선2~3단계,4130,종합운동장,14,0,"1,290",210,"3,656","1,914","9,567","5,546","11,922","12,541","8,738","9,161","6,161","5,793","6,069","5,763","6,585","7,196","7,063","8,040","6,554","7,614","6,630","7,878","8,791","9,034","10,903","12,074","13,363","16,806","9,831","11,145","7,872","6,671","9,563","6,425","7,523","5,651","3,450","3,656",512,815,0,11,0,0,0,0,2023-05-03 10:27
Apr-23,9호선2~3단계,4131,삼전,9,0,"4,648",473,"7,143","2,435","21,252","4,482","34,006","11,807","21,779","7,954","12,338","5,741","9,980","5,970","10,774","6,961","10,317","8,028","8,651","8,508","8,748","9,809","9,981","11,431","11,448","17,042","13,870","26,135","7,398","21,831","5,831","13,915","5,279","13,145","3,919","11,864","1,630","7,401",338,"2,203",0,454,0,0,0,0,2023-05-03 10:27
